APP_Libelle_activite_etablissement,Synthese_eval_sanit,ods_type_activite,latitude,longitude,semaine,jour
Restauration collective,Très satisfaisant,Autres,44.874287,1.298757,11,1
Restauration collective,Satisfaisant,Autres,44.86222,-0.51683,41,5
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,43.669042,-1.427085,48,3
Alimentation générale,Très satisfaisant,Autres,46.195141,1.879828,45,2
Boucherie-Charcuterie,Très satisfaisant,Autres,44.393796,0.807261,11,5
Commerce alimentaire,Très satisfaisant,Autres,45.956635,1.398906,45,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,43.415678,-0.406273,46,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,46.305188,-1.086956,6,2
Producteur fermier,Satisfaisant,Autres,45.229279,1.079201,46,5
Restaurant,A améliorer,Autres,45.582736,1.721084,29,5
Restaurant,Très satisfaisant,Autres,44.854514,0.484525,7,3
Restauration collective,Satisfaisant,Autres,46.160817,1.867214,19,2
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,45.213901,-0.181115,43,3
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,44.944002,1.34686,10,4
Restaurant,Très satisfaisant,Autres,44.826658,-0.557416,14,6
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,43.263476,-1.228376,24,1
Restauration collective,Satisfaisant,Autres,45.700248,1.53639,45,2
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,43.126254,-1.375777,4,5
Restauration collective,Très satisfaisant,Autres,44.770081,-0.54578,6,5
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.994907,-0.180661,40,4
Restaurant,Très satisfaisant,Autres,44.830733,0.989466,46,4
Restaurant,Satisfaisant,Autres,46.382678,0.403614,46,3
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,46.232807,-1.148139,9,2
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,45.43742,1.519899,10,2
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,43.600746,-1.068644,42,2
Autres,Satisfaisant,Abattoirs,43.600746,-1.068644,42,2
Restauration collective,Satisfaisant,Autres,46.374944,0.40286,12,1
Restauration collective,Très satisfaisant,Autres,45.187987,0.738487,3,1
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,45.446894,1.136816,12,2
Restauration collective,Satisfaisant,Autres,44.907816,-0.241501,21,2
Restaurant,Très satisfaisant,Autres,45.687396,0.178221,31,2
Autres,Satisfaisant,Autres,43.303594,-0.346024,5,4
Restauration collective,Satisfaisant,Autres,45.191095,1.508679,49,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,43.169183,-0.728355,16,4
Libre service|Alimentation générale,Satisfaisant,Autres,43.888026,-0.310753,14,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,45.820655,-0.076978,8,2
Entreposage de distribution de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,45.688428,-0.905405,39,3
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,45.928096,-1.072087,4,2
Restaurant,Satisfaisant,Autres,46.17887,-1.113693,49,5
Restaurant,Satisfaisant,Autres,46.650848,0.363851,46,5
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,44.832481,1.334408,37,2
Autres,Très satisfaisant,Viandes et produits carnés,46.934951,-0.586596,22,5
Restaurant,Très satisfaisant,Autres,44.642417,-1.072437,28,1
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.07243,1.448743,42,1
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,45.646994,0.131536,40,3
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.641786,-1.134124,37,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.643769,-1.060935,28,1
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,45.646994,0.131536,40,3
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,45.646994,0.131536,40,3
Autres,Satisfaisant,Abattoirs,43.638134,-1.15921,38,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.643769,-1.060935,46,5
Restaurant,Très satisfaisant,Autres,44.919334,0.926605,46,4
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,44.105715,0.543251,12,3
Restauration collective,Satisfaisant,Autres,45.98524,-1.031914,6,5
Restauration collective,Satisfaisant,Autres,45.138859,0.783086,42,5
Restaurant,A améliorer,Autres,44.655908,-1.241556,35,3
Producteur fermier,Très satisfaisant,Autres,45.951394,-0.899339,12,4
Restauration collective,Très satisfaisant,Autres,46.568426,0.643229,47,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.644645,-1.146734,42,4
Producteur fermier,Très satisfaisant,Autres,46.335194,2.061159,47,1
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,46.019206,-0.819474,37,3
Autres,Très satisfaisant,Autres,44.849831,1.180704,47,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.727978,-1.195883,27,5
Restaurant,Satisfaisant,Autres,44.727978,-1.195883,27,5
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,45.175557,0.773294,28,2
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,45.049506,1.669797,39,2
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,45.175557,0.773294,38,4
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,44.940537,1.135868,12,1
Restauration collective,Très satisfaisant,Autres,45.645983,0.135067,5,5
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,46.171433,1.874943,17,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,45.430134,2.021637,9,4
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,46.148661,-1.220214,46,3
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,45.741277,-1.088466,21,3
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,45.741277,-1.088466,21,3
Restauration collective,Satisfaisant,Autres,44.839395,-0.69361,12,4
Restaurant,Très satisfaisant,Autres,44.187508,0.704081,21,3
Traiteur,Satisfaisant,Autres,43.307219,-0.364198,12,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,45.735416,0.361493,25,1
Restaurant,Satisfaisant,Autres,43.307219,-0.364198,12,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.750943,-1.105324,14,4
Restauration collective,Très satisfaisant,Autres,46.002303,0.67165,20,3
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,44.440863,-0.235074,6,3
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,44.440863,-0.235074,6,3
Restaurant,Très satisfaisant,Autres,44.80054,0.459297,29,5
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,46.403675,0.723979,19,2
Autres,Très satisfaisant,Transport et entreposage de denrées alimentaires,45.761378,-1.136611,15,3
Producteur fermier,Satisfaisant,Autres,46.037189,2.23542,17,1
Restaurant,Satisfaisant,Autres,44.2078,0.620926,26,3
Boucherie-Charcuterie,Satisfaisant,Autres,44.914128,-0.245427,22,4
Restaurant,Satisfaisant,Autres,44.81698,-0.61824,46,3
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,45.435719,1.030346,12,2
Producteur fermier,Satisfaisant,Autres,43.405221,-0.786527,38,3
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,44.989379,0.499817,25,3
Restauration collective,Satisfaisant,Autres,46.161841,-1.104833,11,4
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,45.175557,0.773294,51,1
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,46.148661,-1.220214,47,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,46.407817,-0.22568,36,5
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,45.741277,-1.088466,21,3
Transformation de produits carnés,A améliorer,Viandes et produits carnés,45.341775,1.745016,12,2
Autres,Très satisfaisant,Autres,46.316898,1.369405,10,3
Producteur fermier,Satisfaisant,Autres,45.893627,1.007004,12,2
Restauration collective,A améliorer,Autres,43.851735,-1.383869,34,3
Restaurant,Satisfaisant,Autres,44.403557,0.681485,30,4
Restauration collective,Satisfaisant,Autres,45.125211,1.303925,24,4
Restauration collective,Satisfaisant,Autres,43.588496,-1.447832,12,5
Restaurant,Très satisfaisant,Autres,44.194075,0.599322,44,3
Restaurant,Très satisfaisant,Autres,44.901116,1.219343,47,3
Producteur fermier,Très satisfaisant,Autres,43.367546,-1.353699,12,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,43.749493,-0.548131,12,4
Restaurant,Très satisfaisant,Autres,46.567535,0.577408,47,3
Restaurant,Très satisfaisant,Autres,44.230028,0.678175,21,3
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,44.834797,0.589176,38,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,43.341865,-0.987361,38,5
Restaurant,Satisfaisant,Autres,45.183438,0.719488,47,4
Restauration collective,Satisfaisant,Autres,46.499055,0.631177,47,2
Restaurant,Satisfaisant,Autres,45.185799,0.712138,47,4
Restaurant,Satisfaisant,Autres,44.950963,-0.606006,21,3
Restaurant,Satisfaisant,Autres,46.237337,1.484941,13,2
Traiteur|Boucherie-Charcuterie,Très satisfaisant,Autres,46.982216,-0.212997,35,2
Boulangerie-Pâtisserie,Satisfaisant,Autres,46.804902,-0.50974,35,2
Producteur fermier,Très satisfaisant,Autres,43.668486,-1.050394,47,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.321023,2.131475,37,2
Rayon boucherie-charcuterie,Satisfaisant,Autres,45.893972,1.281476,14,2
Restauration collective,Satisfaisant,Autres,46.042063,-0.39942,49,2
Restauration collective,Très satisfaisant,Autres,46.271642,-0.872091,37,4
Restaurant,Satisfaisant,Autres,46.324113,-0.461253,1,5
Restauration collective,Très satisfaisant,Autres,47.005662,-0.209534,11,4
Alimentation générale,Très satisfaisant,Autres,44.835428,-0.567887,2,5
Producteur fermier,Très satisfaisant,Autres,45.873093,1.992911,42,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.644135,-1.066025,48,4
Restaurant,Satisfaisant,Autres,43.716883,-1.062681,32,5
Restaurant,Très satisfaisant,Autres,43.429341,-1.512481,26,5
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,45.133475,1.224515,18,3
Restaurant,Satisfaisant,Autres,44.663172,-1.170358,31,2
Restauration collective,Très satisfaisant,Autres,46.189642,-1.329351,5,4
Boucherie-Charcuterie,Satisfaisant,Autres,46.41632,-0.17228,32,5
Autres,Satisfaisant,Autres,43.303594,-0.346024,5,4
Restaurant,A améliorer,Autres,45.888484,-0.521453,30,4
Restauration collective,Très satisfaisant,Autres,45.372836,1.865229,47,4
Restauration collective,Très satisfaisant,Autres,44.775764,1.003331,13,4
Restauration collective,Satisfaisant,Autres,44.944424,-0.234535,8,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,45.870854,0.716653,4,1
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,45.049506,1.669797,39,3
Restaurant,Très satisfaisant,Autres,45.824019,0.447844,13,3
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,45.507862,1.216784,35,5
Restaurant,Très satisfaisant,Autres,44.966432,-0.877983,38,6
Restaurant,Satisfaisant,Autres,44.856322,-0.617851,3,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,46.232807,-1.148139,46,2
Restauration collective,Satisfaisant,Autres,46.310181,1.769261,9,2
Producteur fermier,Très satisfaisant,Autres,44.556137,0.597314,50,3
Restauration collective,Très satisfaisant,Autres,45.978012,2.482749,41,3
Restaurant,Satisfaisant,Autres,44.890173,1.217831,48,3
Restaurant,Très satisfaisant,Autres,44.192158,0.626907,8,4
Restauration collective,Satisfaisant,Autres,46.565754,0.63342,10,1
Restaurant,Très satisfaisant,Autres,45.027604,0.718903,42,4
Traiteur,Très satisfaisant,Autres,44.194311,0.603759,11,3
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,43.669042,-1.427085,47,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,44.644527,-1.145405,42,4
Restauration collective,Satisfaisant,Autres,45.427594,1.135395,30,3
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,45.444759,-1.096796,26,2
Restauration collective,Satisfaisant,Autres,46.132467,-1.129021,51,5
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,45.798711,0.588392,37,4
Restaurant,Satisfaisant,Autres,43.714842,-1.047327,13,4
Restaurant,A améliorer,Autres,45.009822,0.159401,41,3
Restauration collective,Satisfaisant,Autres,43.87213,-0.462531,20,2
Restauration collective,Très satisfaisant,Autres,45.179872,0.711671,5,2
Restaurant,Satisfaisant,Autres,44.651825,-0.596793,9,3
Restaurant,Très satisfaisant,Autres,44.890086,1.217764,48,2
Restauration collective,Satisfaisant,Autres,44.636013,-0.976537,10,1
Producteur fermier,Satisfaisant,Autres,44.864959,1.252771,48,4
Autres,Très satisfaisant,Transport et entreposage de denrées alimentaires,44.856573,0.512039,13,5
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,45.780838,-1.153287,2,3
Boucherie-Charcuterie,Satisfaisant,Autres,45.99889,1.468571,13,4
Producteur fermier,Très satisfaisant,Autres,45.876312,2.023579,43,2
Commerce alimentaire,Très satisfaisant,Autres,45.670335,0.346758,29,3
Producteur fermier,Satisfaisant,Autres,43.257364,-0.953436,31,2
Entreposage de distribution de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,45.192422,1.503763,46,2
Restauration collective,Satisfaisant,Autres,46.205199,1.757325,17,2
Restaurant,Très satisfaisant,Autres,45.333535,1.042918,13,4
Transport de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,45.192422,1.503763,37,3
Restauration collective,Satisfaisant,Autres,45.675632,-0.921794,5,4
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,45.115498,1.997981,50,1
Restaurant,Très satisfaisant,Autres,45.008827,0.151771,13,3
Producteur fermier,Très satisfaisant,Autres,44.569382,0.898254,50,3
Restauration collective,Très satisfaisant,Autres,45.075391,0.117289,20,2
Restaurant,Très satisfaisant,Autres,45.833214,1.255291,23,5
Restaurant,Très satisfaisant,Autres,43.303459,-0.394569,9,4
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,44.905065,0.925179,50,2
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,44.905065,0.925179,50,2
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,A corriger de manière urgente,Abattoirs,43.65857,-0.597981,41,1
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,43.462996,-1.267945,6,3
Restaurant,Très satisfaisant,Autres,46.347667,-0.40245,11,3
Restaurant,Satisfaisant,Autres,45.301733,-0.929431,52,4
Restauration collective,Satisfaisant,Autres,45.332632,1.880395,23,2
Restauration collective,Satisfaisant,Autres,45.091,1.943814,40,2
Boucherie-Charcuterie,Très satisfaisant,Autres,44.601566,0.361013,15,4
Restaurant,A améliorer,Autres,45.660302,0.163418,48,2
Restauration collective,Satisfaisant,Autres,46.300109,-0.510622,20,1
Restauration collective,Très satisfaisant,Autres,46.662127,0.359602,6,4
Producteur fermier,Très satisfaisant,Autres,45.876611,1.68749,25,2
Restaurant,Très satisfaisant,Autres,45.637428,0.129024,38,2
Traiteur,Satisfaisant,Autres,44.843592,-0.576917,18,2
Producteur fermier,Très satisfaisant,Autres,45.180235,1.520039,15,3
Restauration collective,Satisfaisant,Autres,45.30082,-0.93203,40,3
Commerce alimentaire,Très satisfaisant,Autres,44.475901,0.981287,48,2
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,46.306456,1.353971,10,3
Restauration collective,Satisfaisant,Autres,44.644895,-0.504337,2,2
Restauration collective,Très satisfaisant,Autres,45.143596,0.521417,25,3
Restauration collective,Satisfaisant,Autres,45.138211,1.077386,14,5
Restauration collective,Très satisfaisant,Autres,45.144262,0.529121,9,4
Restauration collective,Satisfaisant,Autres,45.340842,-0.89914,14,2
Restauration collective,Très satisfaisant,Autres,44.637992,0.744374,9,4
Restauration collective,Très satisfaisant,Autres,46.418774,0.857173,9,2
Boucherie-Charcuterie,Satisfaisant,Autres,45.047349,0.977461,21,2
Restauration collective,Satisfaisant,Autres,46.308383,-0.992244,47,4
Restauration collective,Très satisfaisant,Autres,45.14333,0.527746,14,3
Restauration collective,Satisfaisant,Autres,45.879537,0.501516,5,4
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,44.905065,0.925179,22,3
