APP_Libelle_activite_etablissement,Synthese_eval_sanit,ods_type_activite,latitude,longitude,semaine,jour
Restauration collective,Satisfaisant,Autres,47.705357,-2.950572,46,2
Restauration collective,Satisfaisant,Autres,48.758196,-3.454325,17,4
Restaurant,Satisfaisant,Autres,47.864288,-4.223427,13,2
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,47.777691,-2.38398,26,2
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.50455,-2.734798,14,1
Restauration collective,Satisfaisant,Autres,47.880344,-2.849721,18,5
Restauration collective,Satisfaisant,Autres,48.124993,-1.208547,22,5
Producteur fermier,Très satisfaisant,Autres,48.18949,-2.536027,45,2
Restauration collective,Très satisfaisant,Autres,48.123878,-1.206451,50,1
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.137512,-1.733419,45,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,47.978159,-1.693932,17,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.978159,-1.693932,17,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.473374,-2.470037,42,2
Restauration collective,Satisfaisant,Autres,47.843072,-1.682126,17,5
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,48.404455,-2.903053,40,3
Restauration collective,Très satisfaisant,Autres,48.54363,-4.657127,17,2
Restauration collective,Très satisfaisant,Autres,47.697357,-2.754599,13,3
Restauration collective,Satisfaisant,Autres,48.39062,-4.4438,41,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.565765,-2.539853,10,2
Restauration collective,Très satisfaisant,Autres,47.697357,-2.754599,13,3
Autres,Satisfaisant,Produits de la mer et d'eau douce,48.616924,-2.110028,22,1
Restauration collective,Satisfaisant,Autres,48.197913,-2.044255,4,2
Poissonnerie,Satisfaisant,Autres,48.549749,-1.753914,13,2
Restauration collective,Satisfaisant,Autres,48.182317,-1.652766,15,1
Producteur fermier,Très satisfaisant,Autres,48.010875,-1.482804,23,4
Restaurant,Satisfaisant,Autres,47.657475,-2.757422,48,2
Restaurant,Satisfaisant,Autres,48.384926,-4.493799,46,4
Restaurant,Satisfaisant,Autres,48.110171,-1.218108,14,5
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.229556,-1.797462,45,2
Restauration collective,Très satisfaisant,Autres,47.753919,-2.845962,10,5
Chaîne d'abattage de volaille/lagomorphe/petit gibier,A améliorer,Abattoirs,47.888117,-3.018143,12,4
Restauration collective,Très satisfaisant,Autres,48.500241,-2.070779,2,1
Restauration collective,Très satisfaisant,Autres,48.606226,-3.026271,20,2
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,47.904524,-2.794341,44,3
Restauration collective,Satisfaisant,Autres,47.690497,-2.544292,46,4
Autres,Satisfaisant,Transport et entreposage de denrées alimentaires,47.539855,-2.322072,44,4
Restauration collective,Très satisfaisant,Autres,47.597605,-3.112646,41,1
Producteur fermier,Satisfaisant,Autres,48.150662,-3.592137,11,2
Restaurant,Très satisfaisant,Autres,48.123801,-1.66868,22,3
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.552608,-3.107621,9,4
Producteur fermier,Très satisfaisant,Autres,48.412121,-2.804356,26,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.544866,-1.743679,30,2
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,48.532583,-3.20937,43,2
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,48.549674,-3.268671,7,4
Restaurant,Très satisfaisant,Autres,47.670559,-2.960453,24,5
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,48.296385,-3.705529,10,4
Restauration collective,Très satisfaisant,Autres,48.570836,-4.324554,41,4
Restauration collective,Très satisfaisant,Autres,48.561204,-3.142028,39,5
Restauration collective,Très satisfaisant,Autres,47.899018,-4.019947,10,4
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,48.668777,-1.860912,16,5
Autres,Satisfaisant,Produits de la mer et d'eau douce,48.668777,-1.860912,16,5
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,47.888117,-3.018143,29,4
Transformation de lait ou produits laitiers,A améliorer,Lait et produits laitiers,47.84931,-1.634025,30,2
Restauration collective,Satisfaisant,Autres,48.098294,-1.676277,24,4
Producteur fermier,Très satisfaisant,Autres,48.382089,-4.245775,14,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.630139,-2.453548,40,2
Autres,Très satisfaisant,Autres,47.613768,-2.997807,48,5
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.633873,-2.320915,29,4
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,48.368364,-1.85248,48,2
Producteur fermier,Satisfaisant,Autres,48.532583,-3.20937,43,2
Restauration collective,Satisfaisant,Autres,48.035719,-1.037583,34,4
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,48.047164,-4.1146,19,4
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,47.586855,-3.060118,12,4
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,48.19969,-2.750386,19,2
Restauration collective,Satisfaisant,Autres,47.975285,-4.027492,6,4
Restauration collective,Satisfaisant,Autres,47.959772,-2.552342,12,4
Restauration collective,Satisfaisant,Autres,47.699317,-2.810157,37,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.697769,-3.567109,40,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.454499,-2.505044,37,2
Restaurant,Satisfaisant,Autres,48.717788,-3.987975,50,3
Restaurant,Satisfaisant,Autres,48.108331,-1.679641,20,4
Restaurant,Satisfaisant,Autres,48.181601,-1.640385,24,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.485258,-2.636207,12,4
Restaurant,Satisfaisant,Autres,47.659436,-2.77914,49,2
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,47.813596,-4.344708,27,2
Restaurant,Très satisfaisant,Autres,47.846329,-3.013104,23,4
Restauration collective,Satisfaisant,Autres,48.2283,-3.180064,25,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.636196,-2.469577,47,2
Restaurant,Très satisfaisant,Autres,47.669481,-2.79316,34,4
Autres,Très satisfaisant,Transport et entreposage de denrées alimentaires,48.534275,-2.939515,39,4
Restauration collective,Satisfaisant,Autres,47.681493,-3.009257,14,5
Restaurant,Satisfaisant,Autres,47.294443,-3.085701,37,2
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,47.813596,-4.344708,27,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.788492,-3.239908,50,1
Boucherie-Charcuterie,Satisfaisant,Autres,48.191831,-2.413361,8,4
Restauration collective,Très satisfaisant,Autres,47.669361,-2.981509,48,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.553679,-3.115762,41,5
Restauration collective,Très satisfaisant,Autres,48.552579,-1.584079,25,4
Restauration collective,Satisfaisant,Autres,48.630967,-2.070468,26,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.679081,-3.523561,15,3
Restauration collective,Satisfaisant,Autres,47.900224,-4.282687,18,4
Restauration collective,Satisfaisant,Autres,47.732562,-3.422787,26,2
Restaurant,Satisfaisant,Autres,47.953071,-2.545472,28,3
Autres,Satisfaisant,Autres,47.998749,-4.093145,35,4
Autres,Satisfaisant,Produits de la mer et d'eau douce,48.618046,-2.108326,9,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.794623,-3.054509,37,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.625254,-2.263454,50,1
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.283292,-3.543834,46,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.59071,-2.214877,30,2
Restaurant,Satisfaisant,Autres,48.142336,-1.767412,9,5
Restauration collective,Satisfaisant,Autres,48.039487,-2.411923,37,4
Restauration collective,Très satisfaisant,Autres,47.669361,-2.981509,48,2
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.793438,-4.284892,16,3
Restauration collective,Très satisfaisant,Autres,48.174464,-2.750255,47,5
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,48.207302,-4.064115,40,2
Transport de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,48.204223,-1.513181,12,2
Restauration collective,Très satisfaisant,Autres,48.383717,-4.521368,30,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.595971,-1.716951,37,2
Autres,Très satisfaisant,Viandes et produits carnés,48.200706,-2.259828,15,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,47.492345,-2.356268,50,2
Restaurant,Satisfaisant,Autres,47.756799,-3.387891,12,2
Autres,Très satisfaisant,Produits de la mer et d'eau douce,48.100434,-1.510396,10,2
Restauration collective,Très satisfaisant,Autres,48.056165,-2.689052,8,3
Restaurant,Satisfaisant,Autres,47.658926,-2.759209,10,2
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,48.200706,-2.259828,14,4
Restauration collective,Satisfaisant,Autres,48.118542,-1.220701,12,4
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.099792,-4.023054,33,3
Autres,Très satisfaisant,Viandes et produits carnés,48.099792,-4.023054,29,3
Restauration collective,Très satisfaisant,Autres,48.532016,-3.114492,13,5
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,47.715895,-2.847912,25,4
Restauration collective,Très satisfaisant,Autres,47.655374,-2.764851,49,4
Restauration collective,Très satisfaisant,Autres,48.421495,-2.443462,21,2
Restauration collective,Très satisfaisant,Autres,47.843486,-3.689747,5,4
Restauration collective,Satisfaisant,Autres,48.085082,-1.611875,6,1
Entreposage de distribution de denrées alimentaires,A améliorer,Transport et entreposage de denrées alimentaires,48.782972,-3.044509,26,5
Restauration collective,Très satisfaisant,Autres,47.635754,-2.165894,22,4
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,48.200706,-2.259828,47,2
Restauration collective,Très satisfaisant,Autres,47.666601,-2.745001,49,4
Restauration collective,Très satisfaisant,Autres,48.347958,-1.177787,5,4
Autres,Très satisfaisant,Transport et entreposage de denrées alimentaires,47.8972,-2.936179,46,5
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,47.8972,-2.936179,46,5
Restaurant,Satisfaisant,Autres,48.052407,-2.959497,27,1
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,47.953707,-1.488501,23,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.551274,-1.727287,45,2
Restauration collective,Satisfaisant,Autres,47.65486,-2.753317,43,2
Restauration collective,Satisfaisant,Autres,47.656278,-2.756214,41,2
Restaurant,Satisfaisant,Autres,47.934012,-4.068755,13,2
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.623715,-4.509418,37,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.20119,-2.037307,12,3
Restauration collective,Satisfaisant,Autres,48.156826,-1.715414,37,1
Restauration collective,Satisfaisant,Autres,47.878245,-3.011704,23,2
Restaurant,Très satisfaisant,Autres,47.477234,-3.126749,16,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,48.132795,-1.94792,14,2
Producteur fermier,Satisfaisant,Autres,48.564417,-3.339172,29,1
Restauration collective,Satisfaisant,Autres,48.262095,-1.609444,12,2
Restauration collective,Satisfaisant,Autres,47.657626,-2.779973,41,2
Transformation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,48.533088,-2.940226,20,1
Boucherie-Charcuterie,Très satisfaisant,Autres,47.655483,-2.790741,39,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.60117,-1.778326,20,5
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,47.8972,-2.936179,46,5
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,47.8972,-2.936179,46,5
Restauration collective,Satisfaisant,Autres,48.046652,-2.689652,8,3
Producteur fermier,Très satisfaisant,Autres,48.257972,-2.416457,41,2
Restaurant,Satisfaisant,Autres,47.763014,-2.129855,7,3
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.877055,-3.909626,36,3
Transformation de lait ou produits laitiers,A améliorer,Lait et produits laitiers,48.027811,-3.827578,32,1
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,48.280159,-2.520294,41,4
Autres,Très satisfaisant,Viandes et produits carnés,48.572607,-1.698518,8,2
Restauration collective,Très satisfaisant,Autres,48.443193,-4.412242,18,4
Restaurant,Très satisfaisant,Autres,48.275523,-2.583167,40,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.275523,-2.583167,40,2
Restaurant,Satisfaisant,Autres,48.05752,-2.949611,50,5
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.623715,-4.509418,37,2
Autres,Très satisfaisant,Produits de la mer et d'eau douce,48.623715,-4.509418,37,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.502241,-4.49992,17,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.502241,-4.49992,17,2
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,47.895122,-2.82959,24,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,47.895122,-2.82959,38,1
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,48.280159,-2.520294,41,1
Autres,Satisfaisant,Viandes et produits carnés,47.895122,-2.82959,37,2
Autres,Très satisfaisant,Viandes et produits carnés,48.280159,-2.520294,13,2
Restaurant,Satisfaisant,Autres,47.86289,-2.43961,4,5
Entreposage de distribution de denrées alimentaires,Satisfaisant,Transport et entreposage de denrées alimentaires,47.895122,-2.82959,19,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,47.580584,-3.102345,14,3
Autres,Très satisfaisant,Transport et entreposage de denrées alimentaires,48.091344,-1.426745,10,2
Restaurant,Satisfaisant,Autres,47.996244,-4.103353,32,2
Traiteur,A améliorer,Autres,48.11301,-1.750226,40,5
Restaurant,Satisfaisant,Autres,47.758777,-2.375344,2,4
Restaurant,Satisfaisant,Autres,48.133608,-1.661568,14,1
Restauration collective,Satisfaisant,Autres,48.333024,-2.827053,25,4
Producteur fermier,Très satisfaisant,Autres,48.276491,-2.587662,3,4
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,47.895122,-2.82959,42,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.529444,-2.731731,13,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.585054,-2.237649,13,2
Autres,Satisfaisant,Autres,47.978259,-2.308187,7,2
Autres,Satisfaisant,Autres,47.978259,-2.308187,7,2
Restaurant,Satisfaisant,Autres,47.743374,-3.368423,17,3
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.617122,-2.841613,1,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.849091,-1.889143,24,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.271675,-2.415418,47,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.849091,-1.889143,24,3
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.078398,-1.305113,23,4
Restauration collective,Satisfaisant,Autres,47.920776,-2.39041,24,1
Restaurant,Satisfaisant,Autres,47.71996,-3.203846,42,3
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,47.519458,-2.586546,9,5
Restauration collective,Très satisfaisant,Autres,47.659374,-2.780964,40,5
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.502241,-4.49992,38,1
Restauration collective,Satisfaisant,Autres,47.826132,-1.838924,27,4
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,47.835536,-4.171408,10,3
Autres,Satisfaisant,Produits de la mer et d'eau douce,47.835536,-4.171408,10,3
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.033627,-4.574234,13,1
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,47.864125,-3.553519,47,3
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,47.864125,-3.553519,24,3
Restauration collective,Satisfaisant,Autres,47.91446,-3.333647,20,5
Autres,Satisfaisant,Viandes et produits carnés,47.864125,-3.553519,23,3
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,47.864125,-3.553519,33,1
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,47.864125,-3.553519,28,1
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,47.864125,-3.553519,48,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.276931,-3.544818,17,1
Restaurant,Satisfaisant,Autres,47.864543,-2.437917,18,2
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,47.700312,-3.050921,27,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.483441,-2.655919,48,2
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,48.616067,-3.880202,34,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.502241,-4.49992,38,1
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,47.451971,-2.466704,39,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.799181,-3.442215,18,4
Libre service,Satisfaisant,Autres,47.658621,-2.869911,24,4
Producteur fermier,Très satisfaisant,Autres,47.995776,-2.264719,40,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.57681,-3.744772,34,1
Producteur fermier,Satisfaisant,Autres,48.06719,-3.206774,27,4
Autres,Très satisfaisant,Autres,48.399838,-4.407993,13,4
Restauration collective,Très satisfaisant,Autres,48.505392,-4.419461,9,5
Transformation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,47.476942,-2.476573,32,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.258438,-3.216976,40,1
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,47.864125,-3.553519,16,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.573341,-2.818175,52,5
Restaurant,Satisfaisant,Autres,47.643979,-2.743752,14,4
Autres,Satisfaisant,Autres,47.984052,-4.271399,31,1
Restauration collective,Satisfaisant,Autres,47.653816,-2.780039,38,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.864125,-3.553519,24,2
Restauration collective,Très satisfaisant,Autres,47.984338,-4.180372,14,4
Traiteur|Boucherie-Charcuterie,Satisfaisant,Autres,48.447237,-2.076518,26,2
Alimentation générale,Satisfaisant,Autres,47.741692,-2.917744,26,2
Producteur fermier,Satisfaisant,Autres,48.34416,-3.46568,26,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.769197,-3.07724,36,2
Restauration collective,Très satisfaisant,Autres,48.218118,-1.347711,3,2
Restaurant,Satisfaisant,Autres,47.777192,-3.342429,29,3
Restaurant,Satisfaisant,Autres,47.951637,-2.40088,42,4
Restaurant,Très satisfaisant,Autres,48.113273,-4.123769,31,2
Restauration collective,Très satisfaisant,Autres,48.409389,-4.085193,39,2
Producteur fermier,Satisfaisant,Autres,47.903901,-1.605818,17,5
Libre service|Alimentation générale,Très satisfaisant,Autres,47.763708,-3.020583,30,5
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.829893,-3.15005,32,4
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.47887,-3.123627,48,5
Restauration collective,Satisfaisant,Autres,47.724042,-1.732908,38,5
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.902134,-3.909159,6,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.487096,-1.13326,41,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.487096,-1.13326,41,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,47.984573,-4.035041,42,2
Boucherie-Charcuterie,Satisfaisant,Autres,47.553408,-2.483273,18,4
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,47.932264,-4.355677,29,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.909033,-1.39333,13,4
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,48.722001,-2.976326,22,1
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,47.834199,-3.404162,45,2
Autres,Satisfaisant,Autres,47.629223,-2.649572,38,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.362363,-2.48523,40,4
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,48.574127,-3.945053,24,4
Restauration collective,Satisfaisant,Autres,48.102126,-1.661746,34,1
Restaurant,Satisfaisant,Autres,47.954968,-2.547386,26,5
Restaurant,Satisfaisant,Autres,47.940937,-1.227533,45,1
Restaurant,Satisfaisant,Autres,47.9528,-2.54943,26,4
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.561781,-3.162892,19,1
Restaurant,Satisfaisant,Autres,48.096371,-1.6347,10,5
Restaurant,Satisfaisant,Autres,48.06719,-3.206774,27,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,48.204212,-3.821979,42,3
Autres,Satisfaisant,Viandes et produits carnés,48.204212,-3.821979,37,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,48.459785,-1.489713,8,2
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,47.885055,-3.690552,41,4
Restauration collective,Satisfaisant,Autres,48.07644,-2.290823,9,3
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,47.866536,-1.950955,26,1
Autres,Très satisfaisant,Produits de la mer et d'eau douce,48.543129,-2.777386,52,2
Autres,Très satisfaisant,Produits de la mer et d'eau douce,48.543129,-2.777386,52,2
Restauration collective,Satisfaisant,Autres,48.191822,-2.19488,22,2
Boucherie-Charcuterie,Très satisfaisant,Autres,48.535614,-2.063006,8,5
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,48.535614,-2.063006,27,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.381457,-4.527714,13,1
Autres,Très satisfaisant,Produits de la mer et d'eau douce,48.543129,-2.777386,52,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.007879,-4.118996,17,2
Autres,Très satisfaisant,Produits de la mer et d'eau douce,48.543129,-2.777386,52,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,47.839345,-3.610316,27,4
Restaurant,Satisfaisant,Autres,47.747427,-3.362333,8,1
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,47.845502,-3.232676,47,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.661242,-3.926742,32,2
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,47.732827,-2.269527,27,3
Autres,Très satisfaisant,Produits de la mer et d'eau douce,48.714132,-3.020378,27,2
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,48.24639,-1.650341,4,4
Restaurant,A améliorer,Autres,48.053532,-2.958538,27,2
Restauration collective,Très satisfaisant,Autres,48.015331,-3.21307,12,1
Restauration collective,Satisfaisant,Autres,48.092852,-1.612605,48,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,48.682561,-1.862631,38,4
Restauration collective,Satisfaisant,Autres,48.554286,-2.854226,27,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,48.109232,-1.141543,14,1
Restauration collective,Très satisfaisant,Autres,48.45299,-2.814345,38,2
Restauration collective,Satisfaisant,Autres,47.888599,-1.505433,24,5
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,48.069907,-2.393551,46,4
Restauration collective,Très satisfaisant,Autres,48.18593,-1.461889,10,4
Restauration collective,Satisfaisant,Autres,48.375785,-1.497143,5,1
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.225506,-3.312756,12,3
Restauration collective,Très satisfaisant,Autres,48.194327,-4.099131,42,3
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,48.261124,-1.602971,6,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.261124,-1.602971,6,4
Restaurant,Satisfaisant,Autres,48.781572,-3.145874,24,2
Restauration collective,Satisfaisant,Autres,47.794502,-3.197486,4,1
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,48.184567,-2.398613,38,4
Restaurant,Satisfaisant,Autres,47.646652,-2.75734,19,2
Autres,Satisfaisant,Viandes et produits carnés,47.885055,-3.690552,41,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,47.955962,-4.364272,13,1
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,48.472778,-2.456408,38,3
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,48.564464,-3.227649,15,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.472778,-2.456408,38,3
Producteur fermier,Très satisfaisant,Autres,48.199968,-2.581109,43,1
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.750424,-3.377626,12,5
Restauration collective,Satisfaisant,Autres,48.317773,-3.167181,9,2
Restaurant,Satisfaisant,Autres,48.098686,-1.635705,49,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.384873,-2.903335,40,3
Transformation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,47.977596,-4.076686,15,4
Restauration collective,Satisfaisant,Autres,48.409658,-1.364014,47,1
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.472778,-2.456408,38,3
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,47.885627,-3.693991,41,4
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,47.955611,-4.363918,26,3
Restaurant,Satisfaisant,Autres,48.108331,-1.679641,18,2
Restaurant,Satisfaisant,Autres,47.95355,-2.548026,46,2
Transformation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,47.488488,-3.122816,43,4
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.956075,-4.365117,43,1
Restauration collective,Très satisfaisant,Autres,48.46013,-2.51376,48,5
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.132214,-1.710178,19,4
